#PIXIE HFS Noise for Stokes I
#Sky noise in Jy/sr refers to single 1-second integration
#Map noise density in Jy/sr is for single pixel over baseline mission
#    Baseline mission duration = 2.00000 years
#    Baseline fraction of time in I mode =      0.450000
#Frequency-dependent beam parameters:
#    Stop Diameter = 159 arcmin
#    Knee Frequency = 1000 GHz
# 
#Freq       Beam Diam    Sky Noise     Map Noise
#(GHz)       (arcmin)     (Jy/sr)      (Jy/sr)
3458.1       159.2       9.20E+04     3.83E+03
3496.6       159.2       9.70E+04     4.03E+03
3535.0       159.2       1.02E+05     4.26E+03
3573.4       159.2       1.08E+05     4.50E+03
3611.8       159.2       1.13E+05     4.69E+03
3650.3       159.2       1.16E+05     4.84E+03
3688.7       159.2       1.20E+05     4.98E+03
3727.1       159.2       1.24E+05     5.18E+03
3765.5       159.2       1.31E+05     5.44E+03
3803.9       159.2       1.38E+05     5.74E+03
3842.4       159.2       1.46E+05     6.07E+03
3880.8       159.2       1.52E+05     6.34E+03
3919.2       159.2       1.57E+05     6.55E+03
3957.6       159.2       1.62E+05     6.75E+03
3996.1       159.2       1.68E+05     7.00E+03
4034.5       159.2       1.76E+05     7.33E+03
4072.9       159.2       1.86E+05     7.74E+03
4111.3       159.2       1.96E+05     8.17E+03
4149.8       159.2       2.06E+05     8.56E+03
4188.2       159.2       2.13E+05     8.86E+03
4226.6       159.2       2.19E+05     9.13E+03
4265.0       159.2       2.27E+05     9.46E+03
4303.5       159.2       2.38E+05     9.88E+03
4341.9       159.2       2.50E+05     1.04E+04
4380.3       159.2       2.64E+05     1.10E+04
4418.7       159.2       2.77E+05     1.15E+04
4457.2       159.2       2.87E+05     1.20E+04
4495.6       159.2       2.96E+05     1.23E+04
4534.0       159.2       3.07E+05     1.28E+04
4572.4       159.2       3.20E+05     1.33E+04
4610.8       159.2       3.37E+05     1.40E+04
4649.3       159.2       3.55E+05     1.48E+04
4687.7       159.2       3.73E+05     1.55E+04
4726.1       159.2       3.87E+05     1.61E+04
4764.5       159.2       4.01E+05     1.67E+04
4803.0       159.2       4.14E+05     1.72E+04
4841.4       159.2       4.31E+05     1.79E+04
4879.8       159.2       4.52E+05     1.88E+04
4918.2       159.2       4.77E+05     1.98E+04
4956.7       159.2       5.00E+05     2.08E+04
4995.1       159.2       5.20E+05     2.16E+04
5033.5       159.2       5.39E+05     2.24E+04
5071.9       159.2       5.56E+05     2.31E+04
5110.4       159.2       5.78E+05     2.40E+04
5148.8       159.2       6.06E+05     2.52E+04
5187.2       159.2       6.38E+05     2.65E+04
5225.6       159.2       6.70E+05     2.79E+04
5264.1       159.2       6.98E+05     2.91E+04
5302.5       159.2       7.23E+05     3.01E+04
5340.9       159.2       7.46E+05     3.10E+04
5379.3       159.2       7.74E+05     3.22E+04
5417.7       159.2       8.10E+05     3.37E+04
5456.2       159.2       8.52E+05     3.54E+04
5494.6       159.2       8.94E+05     3.72E+04
5533.0       159.2       9.33E+05     3.88E+04
5571.4       159.2       9.66E+05     4.02E+04
5609.9       159.2       9.97E+05     4.15E+04
5648.3       159.2       1.03E+06     4.30E+04
5686.7       159.2       1.08E+06     4.49E+04
5725.1       159.2       1.13E+06     4.72E+04
5763.6       159.2       1.19E+06     4.95E+04
5802.0       159.2       1.24E+06     5.17E+04
5840.4       159.2       1.29E+06     5.36E+04
5878.8       159.2       1.33E+06     5.53E+04
5917.3       159.2       1.37E+06     5.72E+04
5955.7       159.2       1.43E+06     5.96E+04
5994.1       159.2       1.50E+06     6.24E+04
